layer,rank,token_bucket,vision_request_id,text_request_id,vision_n,text_n,vision_g,text_g,vision_q,text_q,vision_ms,text_ms,relative_n_error,relative_latency_residual,absolute_latency_gap_ms,vision_histogram,text_histogram,vision_is_actual_critical,text_is_actual_critical
42,0,small,phantom,text_00_coins,276,288,28,28,28,28,0.4059520065784454,0.3891519904136657,0.041666666666666664,0.043170834477606945,0.016800016164779663,"[5, 3, 3, 5, 8, 9, 28, 3, 54, 19, 5, 0, 0, 0, 6, 10, 12, 4, 7, 4, 8, 16, 2, 1, 4, 8, 0, 15, 11, 19, 5, 2]","[1, 7, 1, 1, 16, 7, 14, 13, 19, 0, 1, 0, 13, 0, 1, 1, 1, 7, 46, 1, 3, 18, 20, 11, 6, 3, 0, 4, 17, 44, 2, 10]",False,False
42,2,large,tui_main,text_18_tui_main,1884,1879,32,32,36,38,0.4670400023460388,0.4700799882411957,0.002653927813163482,-0.0064669544996607264,-0.0030399858951568604,"[54, 36, 184, 24, 4, 50, 226, 19, 12, 21, 7, 27, 166, 85, 33, 64, 10, 40, 1, 10, 119, 107, 89, 30, 136, 27, 59, 2, 120, 15, 44, 63]","[77, 38, 58, 17, 40, 63, 72, 12, 5, 57, 21, 60, 27, 190, 10, 4, 16, 21, 12, 34, 25, 9, 329, 58, 25, 6, 137, 74, 268, 79, 25, 10]",False,True
44,1,large,tui_log,text_19_tui_log,2378,2407,32,32,39,39,0.4719359874725342,0.4766719937324524,0.012048192771084338,-0.009935566431822807,-0.004736006259918213,"[109, 78, 104, 76, 287, 24, 20, 72, 27, 113, 135, 36, 7, 33, 15, 20, 16, 325, 127, 88, 73, 28, 30, 134, 35, 41, 41, 68, 42, 22, 136, 16]","[36, 245, 49, 9, 240, 50, 33, 26, 75, 2, 47, 22, 3, 65, 339, 39, 121, 42, 19, 60, 10, 90, 52, 6, 1, 98, 428, 37, 16, 8, 74, 65]",True,False
44,2,small,phantom,text_01_clock_motion,356,355,25,25,25,27,0.4024960100650787,0.3921279907226562,0.0028089887640449437,0.02644039596182668,0.010368019342422485,"[10, 18, 0, 0, 34, 1, 43, 1, 35, 10, 0, 0, 4, 13, 2, 14, 3, 6, 6, 8, 21, 1, 0, 0, 1, 12, 25, 23, 23, 0, 28, 14]","[16, 1, 1, 2, 2, 2, 59, 3, 1, 12, 0, 0, 4, 2, 5, 15, 9, 0, 0, 11, 1, 2, 0, 0, 13, 1, 17, 70, 72, 0, 33, 1]",False,False
45,0,large,tui_log,text_18_tui_main,3028,2978,30,30,44,45,0.4608959853649139,0.5017920136451721,0.016512549537648614,-0.0814999584851438,-0.040896028280258234,"[34, 547, 83, 69, 95, 16, 157, 170, 29, 0, 10, 276, 12, 188, 281, 185, 54, 52, 10, 113, 20, 163, 10, 56, 18, 0, 92, 5, 135, 109, 33, 6]","[135, 1036, 33, 32, 21, 68, 14, 352, 31, 2, 17, 314, 5, 1, 145, 52, 14, 88, 82, 85, 23, 19, 48, 63, 38, 0, 52, 67, 0, 132, 5, 4]",False,True
45,1,large,deep_field,text_20_tui_model_selection,1645,1568,27,27,30,32,0.4412159919738769,0.451231986284256,0.04680851063829787,-0.022196995370069916,-0.010015994310379084,"[0, 35, 72, 5, 36, 57, 7, 24, 8, 28, 62, 96, 63, 11, 95, 89, 28, 215, 4, 44, 65, 192, 51, 11, 136, 0, 118, 0, 14, 0, 0, 79]","[87, 4, 28, 144, 2, 0, 20, 9, 8, 13, 3, 7, 34, 25, 124, 204, 124, 13, 19, 91, 5, 22, 49, 3, 497, 0, 7, 0, 9, 0, 0, 17]",False,False
45,1,large,tui_main,text_22_retina,2504,2630,29,29,39,41,0.4687039852142334,0.4819839894771576,0.04790874524714829,-0.027552791281158506,-0.013280004262924194,"[44, 59, 66, 129, 75, 22, 22, 131, 9, 53, 13, 179, 138, 21, 16, 48, 180, 38, 2, 138, 101, 47, 178, 125, 452, 0, 113, 0, 82, 4, 0, 19]","[120, 12, 54, 109, 40, 0, 77, 46, 13, 30, 6, 12, 31, 57, 147, 188, 212, 3, 212, 169, 42, 25, 136, 21, 792, 2, 24, 0, 20, 18, 0, 12]",False,False
45,2,large,retina,text_20_tui_model_selection,3412,3375,31,31,48,50,0.5268800258636475,0.4955199956893921,0.010844079718640093,0.06328711343045956,0.03136003017425537,"[100, 109, 335, 155, 0, 12, 85, 19, 147, 52, 48, 153, 14, 53, 165, 22, 28, 161, 41, 151, 5, 205, 175, 3, 43, 210, 150, 2, 187, 162, 416, 4]","[26, 11, 5, 16, 0, 6, 396, 41, 1, 12, 22, 187, 225, 33, 4, 9, 360, 1, 325, 192, 1094, 9, 13, 202, 71, 8, 6, 7, 3, 4, 63, 23]",True,True
46,0,large,tui_log,text_19_tui_log,3836,3758,30,30,47,49,0.4796479940414428,0.4830079972743988,0.020333680917622523,-0.006956413251781313,-0.003360003232955988,"[31, 31, 409, 229, 347, 199, 298, 26, 28, 73, 57, 68, 0, 117, 78, 64, 76, 135, 59, 43, 80, 102, 7, 575, 0, 219, 199, 16, 41, 142, 58, 29]","[103, 132, 31, 132, 585, 455, 183, 5, 330, 56, 112, 179, 7, 33, 7, 26, 109, 11, 18, 17, 38, 23, 1, 159, 0, 80, 101, 416, 0, 30, 60, 319]",True,True
46,1,medium,motorcycle,text_13_motorcycle,671,648,27,27,29,30,0.4115520119667053,0.4156799912452698,0.03427719821162444,-0.009930666294997947,-0.004127979278564453,"[22, 14, 25, 18, 16, 39, 74, 19, 13, 9, 3, 12, 11, 11, 26, 68, 15, 14, 39, 64, 4, 9, 15, 0, 0, 0, 0, 0, 8, 19, 48, 56]","[34, 48, 37, 21, 0, 18, 31, 3, 105, 1, 5, 46, 5, 6, 7, 58, 92, 2, 2, 13, 1, 1, 90, 0, 1, 15, 0, 0, 2, 0, 2, 2]",False,False
47,0,small,coffee,text_07_camera,592,589,31,31,31,33,0.4216639995574951,0.410207986831665,0.005067567567567568,0.02792732734024339,0.011456012725830134,"[4, 28, 24, 20, 7, 17, 12, 5, 23, 61, 11, 26, 24, 0, 48, 16, 23, 2, 3, 13, 16, 22, 9, 6, 13, 14, 43, 47, 14, 1, 25, 15]","[12, 1, 18, 39, 74, 1, 15, 1, 41, 11, 4, 11, 1, 0, 11, 74, 15, 23, 13, 3, 46, 63, 1, 29, 4, 10, 29, 12, 5, 1, 1, 20]",False,True
47,1,large,tui_main,text_22_retina,2834,2965,28,28,39,40,0.468095988035202,0.4782400131225586,0.04418212478920742,-0.02121115926942929,-0.010144025087356567,"[25, 37, 21, 18, 86, 104, 216, 155, 0, 154, 208, 0, 87, 74, 166, 11, 106, 12, 290, 0, 59, 53, 103, 145, 0, 147, 40, 39, 243, 92, 132, 11]","[205, 7, 191, 135, 110, 59, 15, 204, 0, 32, 236, 0, 190, 1, 14, 310, 16, 2, 347, 7, 95, 302, 20, 17, 0, 91, 28, 0, 32, 75, 108, 116]",False,False
47,1,small,moon,text_07_camera,492,510,27,27,28,28,0.421887993812561,0.4094719886779785,0.03529411764705882,0.030321988995312577,0.012416005134582464,"[15, 0, 3, 18, 13, 18, 31, 6, 0, 20, 28, 0, 6, 1, 12, 11, 18, 1, 19, 0, 51, 4, 67, 31, 0, 11, 14, 3, 26, 23, 37, 5]","[20, 1, 19, 20, 8, 9, 1, 26, 0, 3, 34, 0, 60, 1, 7, 21, 5, 9, 18, 0, 13, 87, 2, 6, 0, 63, 29, 0, 3, 19, 7, 19]",False,False
47,3,large,retina,text_18_tui_main,3413,3342,31,31,44,44,0.5199040174484253,0.4821760058403015,0.02080281277468503,0.07824531115432443,0.03772801160812378,"[249, 104, 118, 296, 0, 88, 26, 136, 151, 73, 79, 17, 171, 218, 81, 103, 57, 9, 69, 136, 279, 184, 19, 204, 209, 56, 69, 101, 10, 50, 20, 31]","[7, 65, 222, 11, 0, 129, 141, 16, 48, 52, 6, 250, 8, 111, 16, 80, 39, 31, 84, 50, 27, 106, 35, 40, 97, 112, 24, 104, 326, 113, 657, 335]",False,True
47,3,small,color_wheel,text_03_phantom,376,368,28,28,28,28,0.5375360250473022,0.4091840088367462,0.02127659574468085,0.3136779870147983,0.12835201621055603,"[0, 2, 6, 9, 0, 21, 1, 19, 20, 23, 10, 3, 38, 14, 20, 2, 9, 0, 20, 19, 28, 12, 1, 7, 10, 14, 27, 6, 0, 19, 11, 5]","[0, 6, 62, 2, 0, 22, 8, 6, 1, 9, 5, 22, 0, 4, 8, 0, 9, 6, 16, 28, 38, 3, 2, 14, 1, 7, 2, 1, 14, 19, 37, 16]",True,False
47,3,small,phantom,text_01_clock_motion,371,368,30,30,30,30,0.4340800046920776,0.4091840088367462,0.008086253369272238,0.06084303227319965,0.024895995855331365,"[0, 1, 2, 43, 0, 10, 6, 23, 30, 29, 12, 3, 16, 7, 20, 3, 3, 2, 9, 10, 43, 4, 3, 4, 15, 14, 33, 3, 1, 9, 10, 3]","[1, 3, 29, 2, 0, 12, 2, 8, 4, 10, 4, 1, 2, 11, 6, 16, 1, 0, 14, 15, 18, 8, 2, 13, 9, 24, 2, 12, 27, 12, 60, 40]",True,True
